,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,distance
5393,42.0,1809.0,424.0,1094.0,382.0,2.767,143000.0,<1H OCEAN,385.6867917840529
5394,43.0,912.0,255.0,705.0,246.0,2.6402,185700.0,<1H OCEAN,386.35995095423635
5395,25.0,542.0,161.0,442.0,131.0,2.25,333300.0,<1H OCEAN,385.6867917840529
5396,43.0,1465.0,278.0,727.0,290.0,4.0781,289400.0,<1H OCEAN,385.6867917840529
5397,45.0,1262.0,223.0,637.0,221.0,5.0866,427300.0,<1H OCEAN,384.96514222146783
5398,45.0,1740.0,311.0,788.0,306.0,5.2099,373600.0,<1H OCEAN,384.6209548395743
5399,39.0,1733.0,429.0,855.0,387.0,3.2308,340800.0,<1H OCEAN,384.6209548395743
5400,26.0,1706.0,516.0,894.0,435.0,3.1875,372700.0,<1H OCEAN,384.6209548395743
5401,44.0,904.0,176.0,358.0,158.0,3.3542,344200.0,<1H OCEAN,384.96514222146783
5402,25.0,2059.0,659.0,1349.0,588.0,3.2396,352400.0,<1H OCEAN,384.2785831286088
5403,36.0,1552.0,388.0,867.0,352.0,3.6467,346700.0,<1H OCEAN,384.6209548395743
5404,37.0,1193.0,205.0,488.0,224.0,3.625,357600.0,<1H OCEAN,384.2785831286088
5405,37.0,975.0,189.0,489.0,202.0,4.2434,331000.0,<1H OCEAN,384.2785831286088
5406,30.0,1039.0,303.0,606.0,274.0,3.125,343800.0,<1H OCEAN,384.2785831286088
5407,41.0,1240.0,320.0,711.0,304.0,3.3482,318100.0,<1H OCEAN,383.93803194945457
5408,41.0,2083.0,528.0,993.0,481.0,4.0231,353900.0,<1H OCEAN,383.93803194945457
5409,41.0,1164.0,265.0,561.0,251.0,4.2411,350900.0,<1H OCEAN,384.2785831286088
5410,37.0,1592.0,308.0,783.0,321.0,6.2583,386000.0,<1H OCEAN,385.31159927720927
5411,43.0,1408.0,246.0,651.0,240.0,4.5795,400000.0,<1H OCEAN,386.3450531251348
5412,41.0,1309.0,221.0,534.0,228.0,5.1708,418800.0,<1H OCEAN,386.3450531251348
5413,37.0,1328.0,250.0,626.0,228.0,5.8666,440100.0,<1H OCEAN,386.00624300369134
5414,40.0,1361.0,240.0,559.0,229.0,6.3516,354300.0,<1H OCEAN,386.00624300369134
5415,36.0,2424.0,418.0,1123.0,417.0,6.4755,405800.0,<1H OCEAN,386.00624300369134
5416,32.0,2242.0,490.0,921.0,461.0,4.0429,500001.0,<1H OCEAN,385.31159927720927
5417,43.0,1487.0,242.0,675.0,247.0,5.3403,489800.0,<1H OCEAN,386.6856776276811
5418,39.0,3278.0,632.0,1321.0,617.0,6.2917,465700.0,<1H OCEAN,385.31159927720927
5419,38.0,2172.0,437.0,830.0,368.0,3.9091,500001.0,<1H OCEAN,385.65309524152053
5420,42.0,1528.0,244.0,634.0,242.0,8.1631,500001.0,<1H OCEAN,385.65309524152053
5421,41.0,2403.0,516.0,1001.0,514.0,4.3906,500001.0,<1H OCEAN,385.65309524152053
5422,44.0,629.0,131.0,326.0,156.0,4.5278,374300.0,<1H OCEAN,384.96514222146783
5423,20.0,4374.0,1311.0,2165.0,1185.0,3.6019,463600.0,<1H OCEAN,385.31114040509215
5424,21.0,3244.0,815.0,1423.0,781.0,3.6488,340800.0,<1H OCEAN,385.9964038335498
5425,34.0,2243.0,444.0,973.0,413.0,4.9676,414100.0,<1H OCEAN,385.9964038335498
5426,28.0,3167.0,737.0,1248.0,665.0,3.1941,394700.0,<1H OCEAN,385.9964038335498
5427,34.0,2995.0,942.0,2626.0,947.0,2.2402,450000.0,<1H OCEAN,385.9964038335498
5428,34.0,1430.0,357.0,805.0,362.0,3.3462,307000.0,<1H OCEAN,386.34152021755534
5429,22.0,3292.0,1134.0,1655.0,898.0,3.1746,348800.0,<1H OCEAN,385.9964038335498
5430,26.0,2664.0,842.0,1745.0,789.0,3.4269,301900.0,<1H OCEAN,385.9964038335498
5431,35.0,1728.0,442.0,1161.0,420.0,3.725,310000.0,<1H OCEAN,386.34152021755534
5432,19.0,4702.0,1472.0,2636.0,1334.0,3.3955,225000.0,<1H OCEAN,386.34152021755534
5433,27.0,2224.0,618.0,1594.0,625.0,3.0833,315500.0,<1H OCEAN,386.34152021755534
5434,33.0,2731.0,535.0,1280.0,510.0,4.7083,420100.0,<1H OCEAN,387.0281117172793
5435,32.0,1300.0,356.0,703.0,311.0,3.5667,394000.0,<1H OCEAN,387.0281117172793
5436,27.0,3133.0,1021.0,2242.0,1002.0,2.697,412500.0,<1H OCEAN,386.6856776276811
5437,41.0,1527.0,279.0,746.0,285.0,6.4232,446600.0,<1H OCEAN,386.6856776276811
5438,31.0,2526.0,528.0,1046.0,504.0,4.7009,500001.0,<1H OCEAN,386.6856776276811
5439,42.0,2061.0,396.0,907.0,393.0,6.0804,420000.0,<1H OCEAN,386.3450531251348
5440,44.0,1462.0,338.0,821.0,341.0,2.599,362200.0,<1H OCEAN,387.37894116931534
5441,44.0,1798.0,353.0,835.0,314.0,4.75,355800.0,<1H OCEAN,387.37894116931534
5442,39.0,1909.0,359.0,867.0,345.0,4.7,334700.0,<1H OCEAN,387.0409951820622
5443,40.0,1287.0,346.0,806.0,311.0,3.875,321300.0,<1H OCEAN,387.37894116931534
5444,30.0,2148.0,597.0,1341.0,559.0,3.3995,324000.0,<1H OCEAN,387.7186984667269
5445,22.0,5822.0,1707.0,3335.0,1585.0,3.1579,243100.0,<1H OCEAN,387.37894116931534
5446,41.0,1562.0,377.0,874.0,368.0,4.1083,324300.0,<1H OCEAN,387.37894116931534
5447,42.0,1594.0,369.0,952.0,362.0,3.099,335400.0,<1H OCEAN,387.0281117172793
5448,29.0,1996.0,489.0,960.0,449.0,3.6611,344200.0,<1H OCEAN,387.0281117172793
5449,31.0,1930.0,456.0,1002.0,410.0,3.9798,458600.0,<1H OCEAN,388.06026231325177
5450,28.0,6128.0,1963.0,3586.0,1815.0,2.7058,310900.0,<1H OCEAN,387.7186984667269
5451,43.0,513.0,98.0,266.0,103.0,5.6428,343100.0,<1H OCEAN,385.6692520486582
5452,39.0,4098.0,1100.0,2054.0,1053.0,2.918,345600.0,<1H OCEAN,386.7048652572553
5453,37.0,388.0,83.0,248.0,84.0,5.1664,326700.0,<1H OCEAN,386.7048652572553
5454,36.0,1392.0,260.0,679.0,247.0,4.7344,346900.0,<1H OCEAN,386.7048652572553
5455,39.0,711.0,148.0,347.0,153.0,4.2813,297200.0,<1H OCEAN,385.6692520486582
5456,38.0,1235.0,390.0,891.0,376.0,2.7143,287500.0,<1H OCEAN,386.3705561381051
5457,41.0,2331.0,636.0,1839.0,537.0,2.288,263500.0,<1H OCEAN,386.3705561381051
5458,39.0,614.0,174.0,538.0,159.0,2.3542,235700.0,<1H OCEAN,386.7048652572553
5459,34.0,1875.0,501.0,1491.0,526.0,2.8417,321400.0,<1H OCEAN,387.40744530259155
5460,37.0,2586.0,765.0,1801.0,737.0,2.6042,305800.0,<1H OCEAN,386.3705561381051
5461,31.0,1312.0,376.0,1178.0,330.0,2.0714,300000.0,<1H OCEAN,387.40744530259155
5462,41.0,1146.0,310.0,833.0,270.0,2.5938,285000.0,<1H OCEAN,387.40744530259155
5463,33.0,854.0,235.0,645.0,198.0,2.1471,239300.0,<1H OCEAN,387.40744530259155
5464,40.0,1901.0,679.0,865.0,587.0,2.3417,425000.0,<1H OCEAN,387.1325639911034
5465,46.0,2219.0,686.0,1107.0,590.0,2.5523,387500.0,<1H OCEAN,387.0758122314434
5466,50.0,1568.0,501.0,764.0,478.0,3.015,414300.0,<1H OCEAN,387.40744530259155
5467,52.0,1523.0,447.0,636.0,408.0,3.0682,412500.0,<1H OCEAN,387.40744530259155
5468,52.0,2167.0,622.0,1095.0,570.0,2.8514,358700.0,<1H OCEAN,387.40744530259155
5469,37.0,2155.0,721.0,1082.0,637.0,3.4071,267500.0,<1H OCEAN,387.40744530259155
5470,24.0,1438.0,454.0,665.0,416.0,2.975,500001.0,<1H OCEAN,387.40744530259155
5471,52.0,709.0,329.0,388.0,313.0,2.2643,350000.0,<1H OCEAN,388.4980973613492
5472,52.0,1010.0,244.0,573.0,242.0,4.1861,363200.0,<1H OCEAN,388.0761738638762
5473,52.0,1158.0,253.0,528.0,253.0,3.5234,334700.0,<1H OCEAN,387.74090074709943
5474,44.0,1122.0,287.0,531.0,256.0,4.0598,335900.0,<1H OCEAN,387.74090074709943
5475,44.0,941.0,230.0,493.0,206.0,3.6458,325800.0,<1H OCEAN,386.7048652572553
5476,52.0,888.0,206.0,376.0,194.0,3.875,372000.0,<1H OCEAN,386.7048652572553
5477,46.0,1777.0,362.0,896.0,334.0,4.45,348300.0,<1H OCEAN,387.0409951820622
5478,43.0,1606.0,408.0,862.0,354.0,3.962,345800.0,<1H OCEAN,387.0409951820622
5479,48.0,1923.0,408.0,1142.0,433.0,4.575,326700.0,<1H OCEAN,387.0409951820622
5480,33.0,3125.0,785.0,1720.0,713.0,2.9722,325000.0,<1H OCEAN,388.0761738638762
5481,52.0,1829.0,472.0,779.0,424.0,3.1607,339000.0,<1H OCEAN,388.0761738638762
5482,41.0,885.0,285.0,562.0,268.0,3.1992,303800.0,<1H OCEAN,387.74090074709943
5483,37.0,1828.0,460.0,1075.0,453.0,4.337,360600.0,<1H OCEAN,387.74090074709943
5484,32.0,2388.0,591.0,1009.0,556.0,5.2121,466700.0,<1H OCEAN,388.77735514220996
5485,35.0,1214.0,300.0,478.0,265.0,4.0156,500001.0,<1H OCEAN,387.74090074709943
5486,27.0,2217.0,520.0,806.0,458.0,3.8935,500001.0,<1H OCEAN,388.77735514220996
5487,29.0,2737.0,808.0,1157.0,696.0,5.128,500001.0,<1H OCEAN,388.4980973613492
5488,45.0,1132.0,269.0,654.0,264.0,4.5673,343100.0,<1H OCEAN,388.0761738638762
5489,26.0,1919.0,405.0,953.0,371.0,6.0672,420800.0,<1H OCEAN,388.0761738638762
5490,19.0,2520.0,726.0,964.0,663.0,3.8068,500001.0,<1H OCEAN,388.77735514220996
5491,19.0,1658.0,427.0,648.0,378.0,3.8698,500001.0,<1H OCEAN,389.8142251011801
5492,18.0,9430.0,2473.0,3408.0,2003.0,6.1726,500001.0,<1H OCEAN,389.8142251011801
5493,19.0,2461.0,521.0,777.0,447.0,10.0,500001.0,<1H OCEAN,389.8142251011801
5494,16.0,895.0,181.0,237.0,149.0,12.0088,500001.0,<1H OCEAN,390.1914813122678
5495,10.0,1526.0,339.0,705.0,268.0,5.8083,321800.0,<1H OCEAN,388.74879056695494
5496,35.0,684.0,161.0,381.0,159.0,2.8393,272000.0,<1H OCEAN,388.40362793927795
5497,30.0,3550.0,934.0,3738.0,880.0,3.191,271200.0,<1H OCEAN,388.40362793927795
5498,18.0,1307.0,441.0,884.0,456.0,2.9338,276300.0,<1H OCEAN,388.40362793927795
5499,14.0,3771.0,1180.0,2355.0,978.0,3.1603,287500.0,<1H OCEAN,388.06026231325177
5500,35.0,1701.0,482.0,1428.0,494.0,3.725,284600.0,<1H OCEAN,389.0928520983155
5501,35.0,2243.0,495.0,1135.0,465.0,4.3281,324000.0,<1H OCEAN,388.75215426342226
5502,19.0,8324.0,1590.0,2927.0,1538.0,7.5426,351700.0,<1H OCEAN,389.78604155805897
5503,45.0,1899.0,461.0,1260.0,415.0,2.6667,320000.0,<1H OCEAN,388.75215426342226
5504,43.0,2483.0,548.0,1212.0,493.0,4.0189,302900.0,<1H OCEAN,388.75215426342226
5505,23.0,5548.0,1245.0,2847.0,1229.0,4.4228,366900.0,<1H OCEAN,389.0928520983155
5506,3.0,475.0,155.0,236.0,153.0,3.6667,450000.0,<1H OCEAN,390.12587758509744
5507,42.0,2558.0,558.0,1328.0,541.0,4.875,301300.0,<1H OCEAN,388.75215426342226
5508,43.0,1432.0,308.0,782.0,303.0,4.3333,303900.0,<1H OCEAN,388.4132599424957
5509,39.0,3014.0,822.0,3212.0,777.0,1.1985,215000.0,<1H OCEAN,389.435348710219
5510,38.0,740.0,171.0,599.0,194.0,4.0893,248900.0,<1H OCEAN,389.0928520983155
5511,35.0,1724.0,419.0,1079.0,394.0,4.5521,263800.0,<1H OCEAN,389.0928520983155
5512,35.0,1062.0,305.0,1026.0,307.0,2.7153,265500.0,<1H OCEAN,388.40362793927795
5513,36.0,1089.0,234.0,632.0,215.0,3.6538,276100.0,<1H OCEAN,389.435348710219
5514,39.0,1613.0,380.0,1113.0,356.0,2.825,276700.0,<1H OCEAN,389.7796393538975
5515,33.0,3331.0,777.0,1695.0,735.0,3.9727,307200.0,<1H OCEAN,390.4675093892936
5516,38.0,993.0,175.0,374.0,180.0,6.2673,357200.0,<1H OCEAN,392.187008456785
5517,43.0,2715.0,458.0,1151.0,434.0,7.4897,362600.0,<1H OCEAN,392.53312985494756
5518,44.0,1097.0,186.0,513.0,185.0,6.235,361400.0,<1H OCEAN,392.187008456785
5519,43.0,2700.0,510.0,1146.0,506.0,5.1333,345900.0,<1H OCEAN,392.187008456785
5520,46.0,2198.0,352.0,839.0,335.0,6.5778,350800.0,<1H OCEAN,392.187008456785
5521,45.0,1361.0,252.0,581.0,263.0,5.8143,340700.0,<1H OCEAN,393.2183167399434
5522,45.0,1436.0,374.0,662.0,292.0,3.625,329400.0,<1H OCEAN,393.2183167399434
5523,40.0,1113.0,234.0,584.0,231.0,3.0927,316000.0,<1H OCEAN,392.2024398367389
5524,39.0,303.0,69.0,131.0,73.0,4.3438,331800.0,<1H OCEAN,391.85189999909653
5525,32.0,6699.0,1781.0,2725.0,1544.0,3.3889,285700.0,<1H OCEAN,392.8810252617327
5526,37.0,1629.0,275.0,668.0,266.0,6.1333,387200.0,<1H OCEAN,391.50010649713175
5527,44.0,2298.0,388.0,849.0,360.0,5.5941,363500.0,<1H OCEAN,391.50010649713175
5528,44.0,1877.0,314.0,877.0,320.0,6.8197,363600.0,<1H OCEAN,392.8748364249683
5529,44.0,1802.0,306.0,753.0,282.0,6.0286,356000.0,<1H OCEAN,392.53313658950407
5530,43.0,1464.0,224.0,581.0,232.0,6.2022,365900.0,<1H OCEAN,391.50010649713175
5531,44.0,2789.0,503.0,3732.0,474.0,4.6176,352300.0,<1H OCEAN,391.50010649713175
5532,44.0,1462.0,240.0,562.0,237.0,4.9375,365200.0,<1H OCEAN,391.15933532161563
5533,44.0,1282.0,216.0,494.0,209.0,5.618,365900.0,<1H OCEAN,392.1932218908289
5534,38.0,1104.0,216.0,415.0,163.0,6.1985,422000.0,<1H OCEAN,391.85509697797573
5535,13.0,1860.0,345.0,800.0,355.0,5.8864,500001.0,<1H OCEAN,391.85509697797573
5536,33.0,2799.0,491.0,978.0,447.0,5.6435,500001.0,<1H OCEAN,391.5187664915767
5537,20.0,1901.0,270.0,704.0,254.0,8.7819,500001.0,<1H OCEAN,391.85509697797573
5538,16.0,70.0,7.0,17.0,4.0,7.7197,500001.0,<1H OCEAN,390.82035692617455
5539,24.0,4393.0,966.0,1257.0,579.0,5.0714,356100.0,<1H OCEAN,392.1932218908289
5540,16.0,14891.0,3984.0,6270.0,3595.0,5.1064,283200.0,<1H OCEAN,391.85509697797573
5541,35.0,913.0,161.0,451.0,172.0,5.6169,411200.0,<1H OCEAN,391.84266577185946
5542,39.0,714.0,118.0,314.0,117.0,5.9856,432100.0,<1H OCEAN,390.8109322577326
5543,36.0,2526.0,452.0,996.0,441.0,5.611,456600.0,<1H OCEAN,390.8109322577326
5544,38.0,1089.0,174.0,502.0,180.0,7.5953,434800.0,<1H OCEAN,391.84266577185946
5545,37.0,1364.0,248.0,494.0,242.0,4.6364,456300.0,<1H OCEAN,391.84266577185946
5546,44.0,2825.0,453.0,1221.0,461.0,5.9544,377200.0,<1H OCEAN,391.84266577185946
5547,43.0,2416.0,454.0,1028.0,409.0,5.6732,330700.0,<1H OCEAN,392.8748364249683
5548,41.0,1833.0,355.0,847.0,348.0,5.726,287800.0,<1H OCEAN,392.8810252617327
5549,42.0,1859.0,337.0,813.0,326.0,6.019,294500.0,<1H OCEAN,392.53312985494756
5550,44.0,2395.0,458.0,1287.0,450.0,4.6923,299000.0,<1H OCEAN,393.5635728691301
5551,35.0,3259.0,967.0,2003.0,920.0,3.2708,400000.0,<1H OCEAN,394.5944578481542
5552,29.0,1821.0,588.0,1397.0,523.0,2.5833,187500.0,<1H OCEAN,394.5944578481542
5553,5.0,6955.0,2062.0,3591.0,1566.0,3.111,247600.0,<1H OCEAN,394.94062111637123
5554,44.0,1138.0,228.0,497.0,228.0,4.1852,303300.0,<1H OCEAN,392.8748364249683
5555,15.0,412.0,128.0,310.0,137.0,3.9792,266700.0,<1H OCEAN,392.53313658950407
5556,32.0,1044.0,219.0,567.0,222.0,4.1471,284400.0,<1H OCEAN,392.53313658950407
5557,45.0,2038.0,394.0,1086.0,387.0,4.7375,289600.0,<1H OCEAN,394.60048212435396
5558,24.0,3097.0,791.0,1075.0,639.0,5.723,500001.0,<1H OCEAN,391.1842350635218
5559,36.0,2723.0,547.0,1090.0,519.0,6.3267,500001.0,<1H OCEAN,391.1842350635218
5560,37.0,2076.0,332.0,771.0,327.0,6.2551,500001.0,<1H OCEAN,392.5547742095236
5561,37.0,1761.0,409.0,1309.0,357.0,2.1875,175900.0,<1H OCEAN,401.20412017145685
5562,41.0,620.0,133.0,642.0,162.0,2.6546,159600.0,<1H OCEAN,402.22813796141634
5563,42.0,1273.0,309.0,1203.0,348.0,4.4636,162000.0,<1H OCEAN,402.89513390214245
5564,41.0,2475.0,532.0,1416.0,470.0,3.8372,156400.0,<1H OCEAN,401.86978290518294
5565,31.0,2025.0,618.0,2231.0,593.0,2.4741,151200.0,<1H OCEAN,401.86978290518294
5566,23.0,2503.0,532.0,1735.0,505.0,2.7368,162800.0,<1H OCEAN,400.84489303532433
5567,19.0,2758.0,675.0,2047.0,591.0,2.6618,179700.0,<1H OCEAN,405.3029680749008
5568,32.0,2307.0,493.0,1754.0,528.0,4.317,232800.0,<1H OCEAN,404.947205264577
5569,27.0,2082.0,612.0,2009.0,548.0,2.9063,184100.0,<1H OCEAN,404.947205264577
5570,35.0,2810.0,614.0,1578.0,601.0,3.59,200600.0,<1H OCEAN,403.9209425145159
5571,32.0,1700.0,340.0,864.0,317.0,4.381,238700.0,<1H OCEAN,405.9739187082811
5572,35.0,2016.0,365.0,1083.0,369.0,5.1727,230200.0,<1H OCEAN,406.6487279612575
5573,35.0,1511.0,274.0,853.0,308.0,4.9792,251300.0,<1H OCEAN,406.6487279612575
5574,10.0,1391.0,420.0,1378.0,377.0,1.9049,222200.0,<1H OCEAN,408.0286840663258
5575,5.0,3559.0,869.0,2965.0,794.0,2.6491,216700.0,<1H OCEAN,408.3571037875926
5576,36.0,1428.0,268.0,825.0,250.0,4.7222,239600.0,<1H OCEAN,408.70606545315917
5577,37.0,1241.0,226.0,621.0,255.0,4.9196,232400.0,<1H OCEAN,408.70606545315917
5578,38.0,123.0,36.0,142.0,40.0,2.3942,200000.0,<1H OCEAN,407.6771783624445
5579,31.0,2693.0,661.0,1598.0,618.0,3.1851,240200.0,<1H OCEAN,409.7353859436488
5580,33.0,2716.0,660.0,1807.0,661.0,3.5473,226300.0,<1H OCEAN,409.7353859436488
5581,27.0,2880.0,802.0,2083.0,727.0,2.9619,223400.0,<1H OCEAN,409.38725972308
5582,35.0,1499.0,340.0,1141.0,326.0,2.6136,213600.0,<1H OCEAN,410.76513657583723
5583,26.0,2080.0,560.0,2096.0,506.0,2.8106,184400.0,<1H OCEAN,410.76513657583723
5584,25.0,2659.0,765.0,2629.0,726.0,2.6368,175900.0,<1H OCEAN,410.76513657583723
5585,17.0,5544.0,1068.0,3008.0,1038.0,5.322,282700.0,<1H OCEAN,411.79531412279863
5586,27.0,2790.0,513.0,1498.0,519.0,5.3106,268300.0,<1H OCEAN,412.82591538853376
5587,30.0,3096.0,757.0,2048.0,704.0,3.125,233300.0,<1H OCEAN,412.48027266731714
5588,35.0,2793.0,686.0,2255.0,682.0,3.0057,235300.0,<1H OCEAN,413.8569372075524
5589,9.0,2782.0,884.0,1790.0,748.0,2.9154,203300.0,<1H OCEAN,413.8569372075524
5590,13.0,3569.0,924.0,2159.0,880.0,3.163,224200.0,<1H OCEAN,413.8569372075524
5591,35.0,2572.0,504.0,1172.0,519.0,4.6207,304100.0,<1H OCEAN,414.88837644452667
5592,41.0,2004.0,481.0,1658.0,456.0,3.1779,171100.0,<1H OCEAN,414.2253607118617
5593,36.0,1697.0,394.0,1274.0,396.0,3.35,163100.0,<1H OCEAN,414.57941927397206
5594,30.0,1291.0,230.0,835.0,215.0,5.5,181500.0,<1H OCEAN,415.25307558404245
5595,32.0,1205.0,340.0,1799.0,370.0,2.375,128000.0,NEAR OCEAN,415.6063011070257
5596,28.0,636.0,169.0,788.0,143.0,3.6161,131300.0,NEAR OCEAN,414.9351481564875
5597,26.0,239.0,135.0,165.0,112.0,1.3333,187500.0,NEAR OCEAN,415.29254306345433
5598,38.0,1446.0,327.0,980.0,319.0,3.35,177700.0,<1H OCEAN,413.87297676053055
5599,36.0,2218.0,561.0,1789.0,527.0,3.1613,182300.0,<1H OCEAN,414.9015221779428
5600,39.0,1513.0,365.0,1227.0,354.0,3.3929,184600.0,<1H OCEAN,414.9015221779428
5601,38.0,1471.0,329.0,1207.0,335.0,4.0,165500.0,<1H OCEAN,413.5222717046637
5602,28.0,1895.0,420.0,1422.0,389.0,4.3816,191300.0,<1H OCEAN,414.5516451463825
5603,36.0,1989.0,458.0,1668.0,455.0,3.3009,168000.0,<1H OCEAN,414.5516451463825
5604,20.0,2233.0,591.0,1915.0,558.0,3.2011,169100.0,<1H OCEAN,415.58144346888764
5605,10.0,3708.0,1016.0,2855.0,948.0,2.0,165400.0,<1H OCEAN,414.20344874105797
5606,16.0,1867.0,571.0,951.0,498.0,3.3427,154200.0,<1H OCEAN,414.20344874105797
5607,21.0,1068.0,283.0,1180.0,274.0,2.5,157500.0,<1H OCEAN,413.8569372075524
5608,8.0,1115.0,412.0,1472.0,396.0,3.1392,146200.0,<1H OCEAN,412.82591538853376
5609,31.0,1535.0,369.0,1291.0,340.0,2.9375,174000.0,<1H OCEAN,414.9015221779428
5610,27.0,1672.0,491.0,1723.0,462.0,2.0458,174500.0,NEAR OCEAN,416.2812228051275
5611,26.0,2109.0,651.0,2120.0,605.0,2.1447,158700.0,<1H OCEAN,414.9015221779428
5612,39.0,1417.0,359.0,1450.0,367.0,2.8462,172000.0,<1H OCEAN,414.9015221779428
5613,34.0,1349.0,371.0,1716.0,380.0,2.7143,138100.0,NEAR OCEAN,415.6063011070257
5614,38.0,1730.0,460.0,1724.0,424.0,2.7308,150400.0,NEAR OCEAN,415.6063011070257
5615,39.0,981.0,286.0,1183.0,298.0,1.9208,139800.0,NEAR OCEAN,415.6063011070257
5616,21.0,2188.0,706.0,2265.0,652.0,1.9923,164700.0,NEAR OCEAN,416.2812228051275
5617,42.0,1162.0,264.0,1044.0,241.0,3.5488,205600.0,<1H OCEAN,415.25307558404245
5618,20.0,59.0,24.0,69.0,23.0,2.5588,350000.0,NEAR OCEAN,417.34340338285904
5619,35.0,1239.0,473.0,1524.0,387.0,2.0956,154700.0,NEAR OCEAN,416.2812228051275
5620,32.0,296.0,139.0,511.0,133.0,1.4444,182100.0,NEAR OCEAN,416.6336190244905
5621,24.0,574.0,173.0,784.0,162.0,2.25,152300.0,NEAR OCEAN,416.9876806311526
5622,36.0,2191.0,739.0,2931.0,692.0,2.1311,163100.0,NEAR OCEAN,416.2812228051275
5623,36.0,886.0,253.0,809.0,219.0,2.4545,164200.0,NEAR OCEAN,417.30979917953965
5624,26.0,2272.0,694.0,2567.0,595.0,1.9964,150600.0,NEAR OCEAN,416.9598956824759
5625,21.0,3354.0,1174.0,4426.0,1110.0,2.5262,167300.0,<1H OCEAN,415.9304962096559
5626,37.0,1212.0,304.0,1076.0,293.0,3.2115,160100.0,<1H OCEAN,415.58144346888764
5627,39.0,1731.0,485.0,2115.0,478.0,1.5369,141300.0,NEAR OCEAN,416.9598956824759
5628,46.0,22.0,11.0,32.0,7.0,3.125,112500.0,NEAR OCEAN,417.9897174531442
5629,18.0,3821.0,795.0,2831.0,769.0,2.9571,346200.0,<1H OCEAN,415.92022999404634
5630,18.0,9659.0,1716.0,4336.0,1674.0,5.7764,290500.0,<1H OCEAN,416.9524947801175
5631,47.0,307.0,69.0,374.0,65.0,2.9063,146900.0,<1H OCEAN,416.611663521484
5632,41.0,1305.0,381.0,1384.0,369.0,2.45,186800.0,NEAR OCEAN,418.6733563627656
5633,18.0,393.0,189.0,429.0,188.0,1.8393,187500.0,NEAR OCEAN,418.6733563627656
5634,40.0,1751.0,512.0,1939.0,503.0,1.5394,200000.0,NEAR OCEAN,419.70482299766553
5635,21.0,2442.0,719.0,1916.0,646.0,1.2276,208300.0,NEAR OCEAN,418.6733563627656
5636,16.0,855.0,271.0,486.0,250.0,0.7591,350000.0,NEAR OCEAN,419.70482299766553
5637,19.0,2356.0,440.0,1291.0,418.0,4.2308,416100.0,<1H OCEAN,417.98516775593777
5638,6.0,6097.0,1270.0,2678.0,1226.0,5.1269,285200.0,<1H OCEAN,416.9524947801175
5639,42.0,967.0,175.0,481.0,163.0,5.6611,265600.0,<1H OCEAN,417.98516775593777
5640,48.0,1958.0,386.0,1098.0,380.0,4.625,273400.0,<1H OCEAN,417.98516775593777
5641,47.0,2223.0,410.0,1163.0,413.0,4.4671,270800.0,NEAR OCEAN,419.018245903545
5642,36.0,2464.0,472.0,1111.0,457.0,4.5074,350000.0,NEAR OCEAN,418.67746949373424
5643,22.0,5042.0,974.0,2260.0,935.0,4.3472,351200.0,NEAR OCEAN,418.67746949373424
5644,27.0,1650.0,443.0,1359.0,386.0,2.5795,192400.0,NEAR OCEAN,418.3284247657223
5645,23.0,1957.0,517.0,1454.0,526.0,3.5056,203100.0,<1H OCEAN,417.98516775593777
5646,37.0,1319.0,292.0,766.0,285.0,2.7031,218900.0,NEAR OCEAN,418.3284247657223
5647,29.0,1503.0,411.0,1368.0,390.0,2.1473,195300.0,NEAR OCEAN,419.3606984403085
5648,52.0,1438.0,472.0,1018.0,399.0,2.2188,306700.0,NEAR OCEAN,419.3606984403085
5649,41.0,1382.0,361.0,905.0,344.0,2.75,238300.0,NEAR OCEAN,419.3606984403085
5650,30.0,2074.0,533.0,1311.0,531.0,2.0329,225800.0,NEAR OCEAN,419.3606984403085
5651,43.0,1854.0,519.0,1151.0,486.0,2.5759,225000.0,NEAR OCEAN,420.39337791603543
5652,21.0,2492.0,711.0,1699.0,672.0,2.1382,242300.0,NEAR OCEAN,420.39337791603543
5653,30.0,2835.0,711.0,1669.0,652.0,3.3616,268500.0,NEAR OCEAN,420.39337791603543
5654,42.0,1731.0,,866.0,403.0,2.7451,255400.0,NEAR OCEAN,420.05172623349193
5655,23.0,3075.0,860.0,1584.0,806.0,2.9386,260500.0,NEAR OCEAN,419.018245903545
5656,36.0,1725.0,295.0,799.0,306.0,5.0874,368500.0,NEAR OCEAN,419.7117480872876
5657,52.0,1665.0,280.0,656.0,282.0,5.249,351900.0,NEAR OCEAN,419.7117480872876
5658,20.0,2625.0,673.0,1184.0,606.0,3.9167,285200.0,NEAR OCEAN,419.018245903545
5659,47.0,2852.0,603.0,1130.0,560.0,4.194,293900.0,NEAR OCEAN,420.05172623349193
5660,52.0,2025.0,361.0,957.0,363.0,4.2059,350000.0,NEAR OCEAN,419.7117480872876
5661,44.0,1853.0,556.0,2090.0,539.0,1.8584,248100.0,NEAR OCEAN,419.70482299766553
5662,39.0,2602.0,802.0,2178.0,737.0,2.0469,234500.0,NEAR OCEAN,420.7366990545033
5663,52.0,2085.0,588.0,1767.0,516.0,2.1935,243200.0,NEAR OCEAN,420.7366990545033
